show_id,type,title,director,cast,country,date_added,release_year,duration,listed_in,description,year_added,month_added,day_added,is_movie,cleaned_description,rating_G,rating_PG,rating_PG-13,rating_TV-14,rating_TV-G,rating_TV-PG,rating_TV-Y,rating_TV-Y7,rating_TV-Y7-FV
s78,TV Show,Shark Attack Files,Unknown,Unknown,Unknown,2021-07-16,2021,1 Season,Reality,Learn the truth behind the most dramatic shark attacks of our time.,2021.0,7.0,16.0,0,learn truth behind dramatic shark attack time,False,False,False,True,False,False,False,False,False
s79,Movie,Shark Attack Investigation: The Paige Winter Story,Unknown,Unknown,Unknown,2021-07-16,2021,44 min,"Animals & Nature, Documentary",A teen survives facing one of the ocean’s deadliest predators.,2021.0,7.0,16.0,1,teen survives facing one ocean deadliest predator,False,False,False,True,False,False,False,False,False
s80,Movie,Sharkcano,Andy Seestedt,Dan Nachtrab,Unknown,2021-07-16,2020,44 min,"Animals & Nature, Documentary",Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.,2021.0,7.0,16.0,1,michael heithaus set reveal connection shark volcano,False,False,False,False,False,True,False,False,False
s81,Movie,We Bought a Zoo,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",United States,2021-07-16,2011,125 min,"Animals & Nature, Drama, Family",A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.,2021.0,7.0,16.0,1,single dad try give family fresh start moving home middle zoo,False,True,False,False,False,False,False,False,False
s82,Movie,World's Biggest Bullshark,Unknown,Jason Hildebrandt,Unknown,2021-07-16,2021,44 min,"Animals & Nature, Documentary","How one of the largest Bull Sharks ever caught, grew to become a giant.",2021.0,7.0,16.0,1,one largest bull shark ever caught grew become giant,False,False,False,False,False,True,False,False,False
s83,Movie,World's Most Dangerous Shark?,Kevin Bachar,Brain Cade,Unknown,2021-07-16,2021,44 min,"Animals & Nature, Documentary",Are Oceanic White Tips the most dangerous of all the sharks?,2021.0,7.0,16.0,1,oceanic white tip dangerous shark,False,False,False,True,False,False,False,False,False
s84,TV Show,So Random!,Unknown,"Tiffany Thornton, Sterling Knight, Brandon Mychal Smith, Doug Brochu, Allisyn Ashley Arm",United States,2021-07-14,2011,1 Season,"Comedy, Coming of Age",A musical sketch comedy show.,2021.0,7.0,14.0,0,musical sketch comedy show,False,False,False,False,True,False,False,False,False
s85,Movie,Flicka,Michael Mayer,"Alison Lohman, Tim McGraw, Maria Bello, Ryan Kwanten, Danny Pino, Dallas Roberts","United States, United Kingdom",2021-07-09,2006,95 min,"Animals & Nature, Coming of Age, Drama",A 14-year-old girl befriends a wild filly and tries to rescue the horse from a rodeo entrepreneur.,2021.0,7.0,9.0,1,girl befriends wild filly try rescue horse rodeo entrepreneur,False,True,False,False,False,False,False,False,False
s86,Movie,"Miraculous World: Shanghai, The Legend of Ladydragon",Thomas Astruc,"Cristina 'Vee"" Valenzuela, Bryce Papenbrook, Keith Silverstein, Carrie Keranen, Todd Haberkorn, Max Mittelman",Unknown,2021-07-09,2021,54 min,"Animation, Fantasy",Marinette heads to Shanghai to meet Adrien.,2021.0,7.0,9.0,1,marinette head shanghai meet adrien,False,False,False,False,False,False,False,False,True
s87,Movie,Orca vs. Great White,Sigmund Spath Jr.,"Kina Scollay, Ingrid Visser, Ray Robertson",Unknown,2021-07-09,2021,44 min,"Animals & Nature, Documentary",Researchers investigate if orcas are hunting great whites in New Zealand.,2021.0,7.0,9.0,1,researcher investigate orca hunting great white new zealand,False,False,False,True,False,False,False,False,False
s88,Movie,Rogue Shark?,Mark Woodward,Mocean Melvin,Unknown,2021-07-09,2021,44 min,"Animals & Nature, Documentary","A vacation hot spot is rocked by a series of shark attacks, chaos reigns.",2021.0,7.0,9.0,1,vacation hot spot rocked series shark attack chaos reign,False,False,False,True,False,False,False,False,False
s89,Movie,Shark Beach with Chris Hemsworth,Sally Aitken,Chris Hemsworth,United States,2021-07-09,2021,44 min,"Animals & Nature, Documentary",Chris Hemsworth investigates how we can live harmoniously with sharks.,2021.0,7.0,9.0,1,chris hemsworth investigates live harmoniously shark,False,False,False,False,False,True,False,False,False
s90,Movie,Shark Gangs,"Jacob Cobi Benattia, Pete Berg, James Buchanan",Unknown,Unknown,2021-07-09,2021,44 min,"Animals & Nature, Documentary",Scientists investigate why some sharks roam the oceans in gangs.,2021.0,7.0,9.0,1,scientist investigate shark roam ocean gang,False,False,False,True,False,False,False,False,False
s91,Movie,The Croc That Ate Jaws,Mark Woodward,Dan Nachtrab,Unknown,2021-07-09,2021,44 min,"Animals & Nature, Documentary",What happens when two of the deadliest predators go head to head?,2021.0,7.0,9.0,1,happens two deadliest predator go head head,False,False,False,True,False,False,False,False,False
s92,TV Show,When Sharks Attack,Unknown,Eric Meyers,United States,2021-07-09,2013,7 Seasons,Reality,National Geographic investigates shark attacks.,2021.0,7.0,9.0,0,national geographic investigates shark attack,False,False,False,True,False,False,False,False,False
s93,TV Show,Breaking Bobby Bones,Unknown,Bobby Bones,United States,2021-07-07,2021,1 Season,"Action-Adventure, Docuseries, Reality",Bobby Bones travels to meet local heroes who challenge him to conquer their trades.,2021.0,7.0,7.0,0,bobby bone travel meet local hero challenge conquer trade,False,False,False,True,False,False,False,False,False
s94,TV Show,Mickey Mouse Mixed-Up Adventures,Unknown,"Bret Iwan, Russi Taylor, Bill Farmer, Daniel Ross, Tress MacNeile",United States,2021-07-07,2019,1 Season,"Animation, Kids, Sports",Hot Dog! Get mixed-up with Mickey and all of his pals!,2021.0,7.0,7.0,0,hot dog get mickey pal,False,False,False,False,False,False,True,False,False
s95,TV Show,Monsters at Work,Unknown,"Billy Crystal, John Goodman, Ben Feldman, Mindy Kaling, Henry Winkler, Lucas Neff",United States,2021-07-07,2021,1 Season,"Animation, Comedy, Family","""Monsters at Work"" tells the story of Tylor Tuskmon and his dream to become a Jokester.",2021.0,7.0,7.0,0,monster work tell story tylor tuskmon dream become jokester,False,False,False,False,True,False,False,False,False
s96,Movie,"The Good, The Bart, and The Loki",David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith",Unknown,2021-07-07,2021,6 min,"Animation, Comedy, Parody","Banished from Asgard once again, Loki takes on the Simpsons and Springfield’s mightiest heroes.",2021.0,7.0,7.0,1,banished asgard loki take simpson springfield mightiest hero,False,False,False,False,False,True,False,False,False
s97,TV Show,Disney Raven's Home,Unknown,"Raven-Symoné , Issac Brown, Navia Robinson, Jason Maybaum, Sky Katz, Anneliese van der Pol",United States,2021-07-02,2016,4 Seasons,"Comedy, Family, Fantasy",Raven and Chelsea raise their three children together.,2021.0,7.0,2.0,0,raven chelsea raise three child together,False,False,False,False,True,False,False,False,False
s98,Movie,The Sandlot,David Mickey Evans,"Art La Fleur, Tom Guiry, Mike Vitar, Patrick Renna, Chauncey Leopardi, Marty York",United States,2021-07-02,1993,101 min,"Comedy, Coming of Age, Family",A shy boy moves to a new neighborhood and becomes involved with a ragtag baseball team.,2021.0,7.0,2.0,1,shy boy move new neighborhood becomes involved ragtag baseball team,False,True,False,False,False,False,False,False,False
s99,Movie,The Sandlot 2,David Mickey Evans,"Max Lloyd-Jones, James Willson, Samantha Burton, Brett Kelly, James Earl Jones, Cole Evan Weiss",United States,2021-07-02,2005,98 min,"Comedy, Sports","10 years after the events at The Sandlot, a team of boys and girls overcome an all-new challenge.",2021.0,7.0,2.0,1,year event sandlot team boy girl overcome challenge,False,True,False,False,False,False,False,False,False
s100,Movie,Adventures in Babysitting,Chris Columbus,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent Phillip D'Onofrio",United States,2021-06-25,1987,102 min,"Action-Adventure, Comedy, Coming of Age",A seemingly quiet night turns into a wild expedition for a teen babysitter.,2021.0,6.0,25.0,1,seemingly quiet night turn wild expedition teen babysitter,False,False,False,False,False,True,False,False,False
s101,TV Show,PJ Masks,Unknown,"Kyle Breitkopf, Jacob Ursomarzo, Addison Holley","France, United Kingdom",2021-06-25,2015,4 Seasons,"Action-Adventure, Animation, Kids",Look out Night Time Baddies the PJ Masks are coming!,2021.0,6.0,25.0,0,look night time baddie pj mask coming,False,False,False,False,False,False,False,True,False
s102,TV Show,Running Wild with Bear Grylls,Unknown,Bear Grylls,United States,2021-06-25,2019,2 Seasons,"Action-Adventure, Reality, Survival",Survivalist Bear Grylls takes celebrities on wild adventures they won’t forget.,2021.0,6.0,25.0,0,survivalist bear grylls take celebrity wild adventure forget,False,False,False,False,False,True,False,False,False
s103,TV Show,The Mysterious Benedict Society,Unknown,"Tony Hale, Kristen Schaal, Mystic Inscho, Seth Carr, Marta Kessler, Emmy DeOliveira",United States,2021-06-25,2021,1 Season,"Action-Adventure, Family",Four gifted orphans are recruited by the eccentric Mr. Benedict to save the world.,2021.0,6.0,25.0,0,four gifted orphan recruited eccentric benedict save world,False,False,False,False,False,True,False,False,False
s104,Movie,Wolfgang,David Gelb,Wolfgang Puck,Unknown,2021-06-25,2021,80 min,"Biographical, Documentary",Wolfgang Puck persevered after a troubled childhood to become the world’s most famous chef.,2021.0,6.0,25.0,1,wolfgang puck persevered troubled childhood become world famous chef,False,False,False,False,False,True,False,False,False
s105,TV Show,Dino Ranch,Unknown,"Tyler Nathan, Jacob Mazeral, Ava Ro, Scott Gorman, Athena Karkanis",Canada,2021-06-18,2021,1 Season,"Animation, Kids, Western","Join the Cassidy family on their ""prewestoric"" farm!",2021.0,6.0,18.0,0,join cassidy family prewestoric farm,False,False,False,False,False,False,True,False,False
s106,TV Show,Disney Just Roll With It,Unknown,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham",United States,2021-06-18,2018,2 Seasons,"Comedy, Family",This family's fate rests in the hands of the audience!,2021.0,6.0,18.0,0,family fate rest hand audience,False,False,False,False,False,False,False,True,False
s107,TV Show,"Heartland Docs, DVM",Unknown,"Dr. Erin Schroeder, Dr. Ben Schroeder",United States,2021-06-18,2019,3 Seasons,"Animals & Nature, Docuseries, Family",Heartland vets Ben and Erin Schroeder live and work among farmers in the Midwest.,2021.0,6.0,18.0,0,heartland vet ben erin schroeder live work among farmer midwest,False,False,False,True,False,False,False,False,False
s108,Movie,Luca,Enrico Casarosa,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph, Marco Barricelli, Jim Gaffigan",United States,2021-06-18,2021,101 min,"Animation, Buddy, Coming of Age","Join Luca, a young sea monster, as he experiences an unforgettable summer on the Italian Riviera.",2021.0,6.0,18.0,1,join luca young sea monster experience unforgettable summer italian riviera,False,True,False,False,False,False,False,False,False
s109,TV Show,Star Wars Vintage: Droids,Unknown,"Anthony Daniels, R2-D2, Lesleh Donaldson, Andrew Sabiston, Don Francks, Dan Hennessey",Unknown,2021-06-18,1985,2 Seasons,"Action-Adventure, Animation, Fantasy",Share the early adventures of R2-D2 and C-3PO in this action-packed animated series!,2021.0,6.0,18.0,0,share early adventure animated series,False,False,False,False,False,False,False,False,True
s110,TV Show,Puppy Dog Pals,Unknown,"Harland Williams, Isaac Brown, Jessica DiCicco, Sam Lavagnino, Leslie Baker, Tara Strong","United States, India",2021-06-11,2016,4 Seasons,"Animation, Kids",Two puppies are on a mission for fun and adventure!,2021.0,6.0,11.0,0,two puppy mission fun adventure,False,False,False,False,True,False,False,False,False
s111,Movie,Strange Magic,Gary Rydstrom,"Alan Cumming, Evan Rachel Wood, Elijah Kelley, Meredith Anne Bull, Sam Palladio, Kristin Chenoweth","United States, Canada, United Kingdom, Singapore, Australia, Thailand",2021-06-11,2015,101 min,"Action-Adventure, Animation, Family",A tough fairy princess crosses paths with the sinister Bog King.,2021.0,6.0,11.0,1,tough fairy princess cross path sinister bog king,False,True,False,False,False,False,False,False,False
s112,Movie,The Happiest Millionaire,Norman Tokar,"Fred MacMurray, Tommy Steele, Greer Garson, Geraldine Page, Gladys Cooper, Hermione Baddeley",United States,2021-06-11,1967,170 min,"Biographical, Coming of Age, Family",An immigrant finds a butler position in the home of a millionaire.,2021.0,6.0,11.0,1,immigrant find butler position home millionaire,True,False,False,False,False,False,False,False,False
s113,Movie,The Pacifier,Adam Shankman,"Vin Diesel, Lauren Graham, Faith Ford, Brittany Snow, Max Thieriot, Chris Potter","Canada, United States",2021-06-11,2005,97 min,"Action-Adventure, Comedy, Spy/Espionage",A Navy SEAL gets his toughest mission yet: Babysitting.,2021.0,6.0,11.0,1,navy seal get toughest mission yet babysitting,False,True,False,False,False,False,False,False,False
s114,TV Show,Zenimation,Unknown,Unknown,United States,2021-06-11,2020,2 Seasons,"Animation, Anthology, Family","Unplug, relax and refresh your senses with the soundscapes of Disney Animation’s Zenimation.",2021.0,6.0,11.0,0,unplug relax refresh sens soundscapes disney animation zenimation,False,False,False,False,True,False,False,False,False
s115,TV Show,Loki,Unknown,Tom Hiddleston,Unknown,2021-06-09,2021,1 Season,"Action-Adventure, Fantasy, Science Fiction",The mercurial villain Loki (Tom Hiddleston) resumes his role as the God of Mischief.,2021.0,6.0,9.0,0,mercurial villain loki tom hiddleston resume role god mischief,False,False,False,True,False,False,False,False,False
s116,TV Show,Disney Amphibia,Unknown,"Justin Felbinger, Amanda Leighton, Bill Farmer, Brenda Song","United States, South Korea",2021-06-04,2018,2 Seasons,"Animation, Comedy, Family",Anne Boonchuy is transported to the world of Amphibia.,2021.0,6.0,4.0,0,anne boonchuy transported world amphibia,False,False,False,False,False,False,False,True,False
s117,TV Show,Gordon Ramsay: Uncharted,Unknown,Gordon Ramsay,United States,2021-06-04,2018,3 Seasons,"Action-Adventure, Docuseries, Lifestyle",Gordon Ramsay travels the globe on an epic adventure in search of culinary inspiration.,2021.0,6.0,4.0,0,gordon ramsay travel globe epic adventure search culinary inspiration,False,False,False,True,False,False,False,False,False
s118,Movie,Ice Age: Dawn Of The Dinosaurs,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Simon Pegg, Seann William Scott, Josh Peck","United States, United Kingdom, Australia",2021-06-04,2009,97 min,"Animation, Comedy, Family",Our prehistoric pals visit a world inhabited by dinosaurs and a one-eyed weasel named Buck.,2021.0,6.0,4.0,1,prehistoric pal visit world inhabited dinosaur weasel named buck,False,True,False,False,False,False,False,False,False
s119,TV Show,MUPPET BABIES,Unknown,"Matt Danner, Melanie Harrison, Ben Diskin, Eric Bauza, Dee Baker, Jessica DiCicco","South Korea, United States, China, Japan",2021-06-04,2017,3 Seasons,"Animation, Kids",The Muppet Babies are here to make dreams come true!,2021.0,6.0,4.0,0,muppet baby make dream come true,False,False,False,False,False,False,True,False,False
s120,Movie,Raya and the Last Dragon,"Don Hall, Carlos López Estrada","Kelly Marie Tran, Awkwafina , Izaac Wang, Gemma Chan, Daniel Dae Kim, Benedict Wong",United States,2021-06-04,2021,112 min,"Action-Adventure, Animation, Family","When evil threatens Kumandra, Raya must find the last dragon to save it.",2021.0,6.0,4.0,1,evil threatens kumandra raya must find last dragon save,False,True,False,False,False,False,False,False,False
